         8x3.7SFR                 (8x37SFR.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 08/13/2024                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0615      0.0215       0.886       2.233       5.017     660.431       0.252      22.316       3.446        0.79     190015.    0.5661  
        2.98      0.0157      0.0444      0.0608      0.0215       0.887       2.237       4.962     661.651       0.253      22.070       3.401        0.79     190080.    0.5557  
        5.95      0.0314      0.0875      0.0601      0.0216       0.888       2.239       4.900     662.299       0.253      21.793       3.355        0.79     190151.    0.5447  
        8.93      0.0471      0.1294      0.0592      0.0216       0.888       2.239       4.830     662.268       0.253      21.485       3.308        0.79     190227.    0.5332  
       11.90      0.0628      0.1701      0.0583      0.0215       0.887       2.236       4.753     661.449       0.253      21.142       3.259        0.79     190309.    0.5212  
       14.88      0.0785      0.2093      0.0572      0.0215       0.885       2.230       4.668     659.733       0.252      20.763       3.209        0.79     190396.    0.5086  
       17.85      0.0943      0.2471      0.0561      0.0214       0.881       2.221       4.574     657.010       0.251      20.346       3.158        0.79     190489.    0.4954  
       20.83      0.1100      0.2835      0.0548      0.0213       0.876       2.208       4.472     653.169       0.249      19.890       3.105        0.79     190587.    0.4816  
       23.80      0.1257      0.3184      0.0534      0.0211       0.869       2.191       4.360     648.100       0.248      19.391       3.051        0.79     190692.    0.4672  
       26.78      0.1414      0.3516      0.0519      0.0209       0.861       2.169       4.238     641.687       0.245      18.850       2.996        0.79     190802.    0.4523  
       29.75      0.1571      0.3833      0.0503      0.0206       0.850       2.143       4.106     633.819       0.242      18.265       2.939        0.79     190918.    0.4368  
       32.73      0.1728      0.4132      0.0486      0.0203       0.837       2.111       3.965     624.380       0.238      17.635       2.880        0.79     191040.    0.4206  
       35.70      0.1885      0.4414      0.0467      0.0200       0.822       2.073       3.813     613.255       0.234      16.960       2.820        0.79     191169.    0.4039  
       38.68      0.2042      0.4677      0.0447      0.0195       0.805       2.030       3.651     600.332       0.229      16.239       2.758        0.80     191303.    0.3865  
       41.65      0.2199      0.4920      0.0426      0.0191       0.785       1.980       3.478     585.510       0.224      15.472       2.695        0.80     191444.    0.3686  
       44.63      0.2356      0.5143      0.0404      0.0185       0.763       1.923       3.296     568.702       0.217      14.659       2.629        0.80     191590.    0.3500  
       47.60      0.2513      0.5342      0.0380      0.0179       0.737       1.859       3.103     549.856       0.210      13.803       2.560        0.80     191743.    0.3308  
       50.58      0.2671      0.5517      0.0356      0.0172       0.709       1.788       2.901     528.934       0.202      12.905       2.488        0.80     191902.    0.3108  
       53.55      0.2828      0.5663      0.0330      0.0165       0.678       1.710       2.691     505.914       0.193      11.968       2.412        0.80     192067.    0.2902  
       56.53      0.2985      0.5779      0.0303      0.0157       0.645       1.626       2.472     480.898       0.184      10.997       2.332        0.80     192238.    0.2689  
       59.50      0.3142      0.5858      0.0275      0.0148       0.609       1.535       2.247     453.971       0.173       9.997       2.245        0.80     192415.    0.2469  
       62.48      0.3299      0.5893      0.0247      0.0138       0.570       1.437       2.017     425.170       0.162       8.971       2.152        0.80     192598.    0.2241  
       65.46      0.3456      0.5876      0.0218      0.0128       0.529       1.334       1.781     394.496       0.151       7.921       2.048        0.80     192787.    0.2004  
       68.43      0.3613      0.5790      0.0189      0.0118       0.485       1.224       1.540     361.932       0.138       6.850       1.930        0.80     192983.    0.1757  
       71.41      0.3770      0.5612      0.0159      0.0107       0.439       1.107       1.294     327.443       0.125       5.757       1.793        0.80     193185.    0.1496  
       74.38      0.3927      0.5307      0.0128      0.0095       0.390       0.984       1.044     290.989       0.111       4.644       1.628        0.80     193393.    0.1220  
       77.36      0.4084      0.4809      0.0097      0.0082       0.339       0.854       0.790     252.526       0.096       3.512       1.418        0.80     193608.    0.0924  
       80.33      0.4241      0.3999      0.0065      0.0069       0.284       0.717       0.531     212.007       0.081       2.361       1.135        0.80     193830.    0.0607  
       83.31      0.4399      0.2619      0.0033      0.0055       0.227       0.573       0.268     169.384       0.065       1.191       0.717        0.80     194057.    0.0272  
       86.28      0.4556      0.0009      0.0000      0.0041       0.167       0.422       0.001     124.676       0.048       0.003       0.002        0.80     194290.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      26000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0619      0.0231       1.072       2.599       5.466     799.607       0.294      24.313       3.101        0.83     197607.    0.5317  
        3.09      0.0157      0.0416      0.0613      0.0231       1.072       2.599       5.408     799.383       0.294      24.055       3.068        0.83     197675.    0.5234  
        6.19      0.0314      0.0824      0.0605      0.0231       1.071       2.595       5.343     798.366       0.293      23.763       3.035        0.83     197749.    0.5146  
        9.28      0.0471      0.1221      0.0597      0.0230       1.068       2.589       5.269     796.438       0.293      23.437       3.001        0.83     197828.    0.5052  
       12.38      0.0628      0.1609      0.0588      0.0230       1.064       2.580       5.187     793.488       0.291      23.072       2.965        0.83     197913.    0.4953  
       15.47      0.0786      0.1986      0.0578      0.0228       1.059       2.566       5.096     789.405       0.290      22.667       2.928        0.83     198004.    0.4848  
       18.57      0.0943      0.2352      0.0566      0.0227       1.051       2.549       4.995     784.084       0.288      22.220       2.890        0.83     198101.    0.4737  
       21.66      0.1100      0.2706      0.0554      0.0225       1.043       2.527       4.885     777.417       0.286      21.728       2.850        0.83     198204.    0.4620  
       24.76      0.1257      0.3048      0.0540      0.0223       1.032       2.501       4.764     769.301       0.283      21.189       2.809        0.83     198313.    0.4496  
       27.85      0.1414      0.3377      0.0525      0.0220       1.019       2.469       4.632     759.629       0.279      20.603       2.766        0.83     198428.    0.4366  
       30.95      0.1571      0.3692      0.0509      0.0217       1.003       2.433       4.489     748.297       0.275      19.968       2.721        0.83     198549.    0.4229  
       34.04      0.1728      0.3991      0.0491      0.0213       0.986       2.390       4.335     735.196       0.270      19.283       2.675        0.83     198677.    0.4084  
       37.13      0.1885      0.4275      0.0473      0.0208       0.966       2.341       4.170     720.217       0.265      18.548       2.626        0.83     198811.    0.3933  
       40.23      0.2042      0.4542      0.0453      0.0203       0.943       2.286       3.993     703.251       0.258      17.761       2.575        0.83     198951.    0.3775  
       43.32      0.2200      0.4791      0.0431      0.0198       0.918       2.224       3.805     684.200       0.251      16.924       2.522        0.83     199098.    0.3609  
       46.42      0.2357      0.5020      0.0409      0.0192       0.889       2.155       3.606     662.980       0.243      16.038       2.467        0.83     199251.    0.3435  
       49.51      0.2514      0.5227      0.0385      0.0185       0.858       2.079       3.395     639.546       0.235      15.103       2.408        0.83     199410.    0.3254  
       52.61      0.2671      0.5410      0.0360      0.0178       0.823       1.996       3.175     613.862       0.225      14.121       2.346        0.83     199575.    0.3066  
       55.70      0.2828      0.5566      0.0334      0.0170       0.786       1.905       2.944     585.912       0.215      13.096       2.279        0.83     199747.    0.2869  
       58.80      0.2985      0.5691      0.0307      0.0161       0.745       1.807       2.706     555.813       0.204      12.034       2.208        0.83     199926.    0.2664  
       61.89      0.3142      0.5780      0.0279      0.0152       0.702       1.702       2.460     523.668       0.192      10.941       2.130        0.83     200110.    0.2451  
       64.99      0.3299      0.5827      0.0250      0.0142       0.656       1.591       2.207     489.518       0.180       9.818       2.045        0.83     200301.    0.2229  
       68.08      0.3456      0.5820      0.0221      0.0131       0.608       1.474       1.949     453.366       0.167       8.670       1.950        0.83     200498.    0.1997  
       71.18      0.3614      0.5746      0.0191      0.0120       0.557       1.350       1.686     415.186       0.152       7.498       1.841        0.83     200702.    0.1754  
       74.27      0.3771      0.5581      0.0161      0.0108       0.503       1.219       1.417     374.937       0.138       6.302       1.714        0.83     200913.    0.1496  
       77.36      0.3928      0.5287      0.0130      0.0096       0.446       1.081       1.143     332.568       0.122       5.084       1.559        0.83     201129.    0.1222  
       80.46      0.4085      0.4801      0.0098      0.0083       0.386       0.936       0.864     288.020       0.106       3.845       1.361        0.83     201353.    0.0928  
       83.55      0.4242      0.4002      0.0066      0.0070       0.324       0.784       0.581     241.235       0.089       2.584       1.092        0.83     201583.    0.0611  
       86.65      0.4399      0.2628      0.0033      0.0056       0.258       0.625       0.293     192.150       0.071       1.304       0.692        0.83     201820.    0.0275  
       89.74      0.4556      0.0008      0.0000      0.0041       0.189       0.459       0.001     141.064       0.052       0.003       0.002        0.83     202063.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      27000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0624      0.0257       1.332       3.110       5.938     993.485       0.351      26.410       2.711        0.86     205197.    0.4845  
        3.21      0.0157      0.0379      0.0618      0.0256       1.329       3.102       5.878     991.048       0.351      26.144       2.690        0.86     205268.    0.4783  
        6.43      0.0314      0.0752      0.0611      0.0255       1.324       3.091       5.809     987.450       0.349      25.840       2.668        0.86     205345.    0.4717  
        9.64      0.0471      0.1118      0.0602      0.0254       1.318       3.076       5.732     982.567       0.348      25.498       2.646        0.86     205427.    0.4647  
       12.86      0.0628      0.1478      0.0593      0.0252       1.309       3.056       5.646     976.281       0.345      25.113       2.623        0.86     205516.    0.4571  
       16.07      0.0786      0.1831      0.0583      0.0250       1.299       3.032       5.549     968.488       0.343      24.683       2.599        0.86     205610.    0.4490  
       19.28      0.0943      0.2176      0.0572      0.0248       1.286       3.002       5.442     959.091       0.339      24.206       2.574        0.86     205711.    0.4403  
       22.50      0.1100      0.2512      0.0559      0.0245       1.271       2.968       5.323     948.003       0.335      23.678       2.547        0.86     205818.    0.4310  
       25.71      0.1257      0.2839      0.0546      0.0242       1.254       2.927       5.193     935.137       0.331      23.099       2.519        0.86     205932.    0.4210  
       28.92      0.1414      0.3156      0.0531      0.0238       1.234       2.881       5.051     920.414       0.326      22.466       2.489        0.86     206052.    0.4103  
       32.14      0.1571      0.3462      0.0515      0.0234       1.212       2.829       4.896     903.752       0.320      21.779       2.457        0.86     206179.    0.3988  
       35.35      0.1728      0.3756      0.0497      0.0229       1.187       2.771       4.730     885.063       0.313      21.037       2.424        0.86     206312.    0.3866  
       38.57      0.1885      0.4037      0.0478      0.0223       1.159       2.706       4.550     864.260       0.306      20.239       2.388        0.86     206452.    0.3736  
       41.78      0.2043      0.4303      0.0458      0.0217       1.128       2.634       4.358     841.253       0.298      19.384       2.350        0.86     206598.    0.3598  
       44.99      0.2200      0.4554      0.0436      0.0211       1.094       2.554       4.153     815.958       0.289      18.473       2.309        0.86     206751.    0.3451  
       48.21      0.2357      0.4786      0.0414      0.0204       1.057       2.468       3.936     788.308       0.279      17.507       2.265        0.86     206910.    0.3295  
       51.42      0.2514      0.4998      0.0390      0.0196       1.017       2.374       3.707     758.270       0.268      16.489       2.217        0.86     207076.    0.3131  
       54.63      0.2671      0.5188      0.0364      0.0188       0.973       2.272       3.466     725.828       0.257      15.419       2.166        0.86     207248.    0.2958  
       57.85      0.2828      0.5352      0.0338      0.0179       0.927       2.163       3.215     690.975       0.244      14.301       2.110        0.86     207427.    0.2776  
       61.06      0.2985      0.5487      0.0310      0.0169       0.877       2.047       2.955     653.852       0.231      13.142       2.050        0.86     207613.    0.2584  
       64.28      0.3142      0.5586      0.0282      0.0159       0.824       1.924       2.686     614.586       0.217      11.948       1.982        0.86     207805.    0.2383  
       67.49      0.3299      0.5644      0.0253      0.0148       0.769       1.794       2.411     573.232       0.203      10.723       1.908        0.86     208004.    0.2172  
       70.70      0.3457      0.5650      0.0224      0.0137       0.710       1.658       2.129     529.793       0.187       9.470       1.823        0.86     208209.    0.1951  
       73.92      0.3614      0.5589      0.0193      0.0125       0.649       1.516       1.841     484.241       0.171       8.190       1.725        0.86     208421.    0.1716  
       77.13      0.3771      0.5438      0.0163      0.0113       0.585       1.367       1.548     436.529       0.154       6.884       1.608        0.86     208640.    0.1467  
       80.34      0.3928      0.5160      0.0131      0.0100       0.518       1.210       1.249     386.593       0.137       5.554       1.465        0.86     208865.    0.1201  
       83.56      0.4085      0.4692      0.0099      0.0086       0.448       1.047       0.944     334.365       0.118       4.200       1.281        0.86     209098.    0.0913  
       86.77      0.4242      0.3915      0.0067      0.0072       0.375       0.876       0.635     279.771       0.099       2.824       1.029        0.86     209337.    0.0601  
       89.99      0.4399      0.2573      0.0034      0.0058       0.299       0.697       0.320     222.732       0.079       1.424       0.652        0.87     209583.    0.0271  
       93.20      0.4556      0.0006      0.0000      0.0042       0.220       0.514       0.000     164.139       0.058       0.002       0.001        0.87     209835.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      28000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0628      0.0293       1.698       3.823       6.431    1266.298       0.432      28.604       2.303        0.89     212786.    0.4284  
        3.33      0.0157      0.0335      0.0622      0.0292       1.691       3.806       6.370    1260.919       0.430      28.334       2.291        0.89     212860.    0.4242  
        6.67      0.0314      0.0666      0.0616      0.0290       1.681       3.785       6.300    1253.796       0.428      28.022       2.279        0.89     212939.    0.4196  
       10.00      0.0471      0.0993      0.0608      0.0288       1.669       3.758       6.220    1244.784       0.425      27.668       2.267        0.89     213025.    0.4146  
       13.33      0.0628      0.1317      0.0599      0.0286       1.654       3.724       6.130    1233.755       0.421      27.266       2.254        0.89     213116.    0.4092  
       16.66      0.0786      0.1636      0.0589      0.0283       1.637       3.685       6.028    1220.615       0.416      26.813       2.240        0.89     213215.    0.4034  
       20.00      0.0943      0.1951      0.0578      0.0279       1.616       3.638       5.914    1205.288       0.411      26.307       2.226        0.89     213320.    0.3970  
       23.33      0.1100      0.2261      0.0566      0.0275       1.593       3.585       5.788    1187.719       0.405      25.745       2.210        0.89     213431.    0.3900  
       26.66      0.1257      0.2564      0.0552      0.0271       1.566       3.525       5.649    1167.870       0.398      25.125       2.194        0.89     213550.    0.3824  
       29.99      0.1414      0.2861      0.0537      0.0265       1.536       3.458       5.496    1145.702       0.391      24.446       2.176        0.89     213675.    0.3741  
       33.33      0.1571      0.3150      0.0521      0.0260       1.504       3.384       5.329    1121.185       0.382      23.705       2.156        0.89     213807.    0.3651  
       36.66      0.1728      0.3430      0.0503      0.0254       1.467       3.303       5.149    1094.278       0.373      22.904       2.134        0.89     213945.    0.3552  
       39.99      0.1885      0.3700      0.0484      0.0247       1.428       3.215       4.955    1064.940       0.363      22.039       2.110        0.89     214091.    0.3445  
       43.32      0.2042      0.3958      0.0464      0.0239       1.385       3.119       4.747    1033.122       0.352      21.113       2.084        0.89     214243.    0.3330  
       46.66      0.2200      0.4203      0.0442      0.0231       1.339       3.015       4.524     998.775       0.341      20.124       2.055        0.89     214402.    0.3205  
       49.99      0.2357      0.4432      0.0419      0.0223       1.290       2.904       4.288     961.868       0.328      19.075       2.022        0.89     214568.    0.3071  
       53.32      0.2514      0.4643      0.0395      0.0214       1.237       2.784       4.039     922.398       0.315      17.967       1.986        0.89     214741.    0.2928  
       56.65      0.2671      0.4834      0.0369      0.0204       1.181       2.658       3.778     880.382       0.300      16.803       1.946        0.89     214920.    0.2775  
       59.99      0.2828      0.5001      0.0342      0.0194       1.121       2.523       3.504     835.833       0.285      15.586       1.902        0.89     215107.    0.2611  
       63.32      0.2985      0.5140      0.0315      0.0183       1.058       2.382       3.220     788.932       0.269      14.325       1.852        0.89     215300.    0.2437  
       66.65      0.3142      0.5246      0.0286      0.0171       0.992       2.233       2.928     739.839       0.252      13.025       1.795        0.89     215499.    0.2253  
       69.99      0.3299      0.5311      0.0257      0.0160       0.923       2.079       2.628     688.627       0.235      11.690       1.731        0.89     215706.    0.2058  
       73.32      0.3456      0.5326      0.0227      0.0147       0.852       1.918       2.321     635.313       0.217      10.324       1.657        0.89     215919.    0.1852  
       76.65      0.3614      0.5276      0.0196      0.0134       0.778       1.750       2.007     579.867       0.198       8.929       1.570        0.89     216139.    0.1632  
       79.98      0.3771      0.5139      0.0165      0.0121       0.700       1.576       1.688     522.238       0.178       7.506       1.466        0.89     216366.    0.1396  
       83.32      0.3928      0.4878      0.0133      0.0107       0.620       1.396       1.362     462.357       0.158       6.056       1.336        0.90     216600.    0.1143  
       86.65      0.4085      0.4434      0.0101      0.0093       0.537       1.208       1.030     400.141       0.136       4.580       1.167        0.90     216841.    0.0869  
       89.98      0.4242      0.3691      0.0068      0.0078       0.450       1.013       0.692     335.502       0.114       3.079       0.936        0.90     217090.    0.0571  
       93.31      0.4399      0.2414      0.0034      0.0062       0.360       0.810       0.349     268.349       0.092       1.553       0.590        0.90     217345.    0.0256  
       96.65      0.4556      0.0002      0.0000      0.0046       0.269       0.605       0.000     200.571       0.068       0.001       0.000        0.90     217606.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      29000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0631      0.0342       2.197       4.774       6.932    1638.016       0.539      30.832       1.919        0.92     220377.    0.3706  
        3.45      0.0157      0.0289      0.0626      0.0340       2.187       4.753       6.872    1630.728       0.537      30.569       1.911        0.92     220452.    0.3675  
        6.90      0.0314      0.0576      0.0620      0.0338       2.173       4.724       6.803    1620.663       0.534      30.261       1.904        0.92     220534.    0.3643  
       10.35      0.0471      0.0861      0.0612      0.0335       2.156       4.686       6.723    1607.630       0.529      29.905       1.897        0.92     220622.    0.3607  
       13.80      0.0628                                                                                                                                                            
       17.25      0.0785      0.1424      0.0594      0.0328       2.108       4.582       6.526    1572.124       0.518      29.028       1.883        0.92     220818.    0.3528  
       20.70      0.0942      0.1702      0.0584      0.0323       2.078       4.516       6.408    1549.527       0.510      28.501       1.876        0.92     220927.    0.3482  
       24.15      0.1099      0.1978      0.0572      0.0318       2.043       4.441       6.275    1523.701       0.502      27.911       1.868        0.92     221043.    0.3432  
       27.60      0.1256      0.2250      0.0558      0.0312       2.004       4.356       6.127    1494.688       0.492      27.255       1.859        0.92     221166.    0.3376  
       31.05      0.1414      0.2518      0.0543      0.0305       1.961       4.263       5.965    1462.546       0.482      26.531       1.850        0.92     221296.    0.3314  
       34.51      0.1571      0.2782      0.0527      0.0298       1.914       4.160       5.787    1427.341       0.470      25.740       1.839        0.92     221433.    0.3245  
       37.96      0.1728      0.3039      0.0510      0.0290       1.863       4.049       5.593    1389.129       0.457      24.879       1.826        0.92     221577.    0.3168  
       41.41      0.1885      0.3289      0.0490      0.0281       1.808       3.929       5.384    1347.964       0.444      23.949       1.812        0.92     221728.    0.3083  
       44.86      0.2042      0.3529      0.0470      0.0272       1.749       3.800       5.159    1303.879       0.429      22.949       1.795        0.92     221887.    0.2990  
       48.31      0.2199      0.3759      0.0448      0.0262       1.686       3.663       4.919    1256.906       0.414      21.880       1.775        0.92     222052.    0.2888  
       51.76      0.2356      0.3976      0.0425      0.0252       1.619       3.518       4.664    1207.082       0.397      20.744       1.752        0.92     222225.    0.2776  
       55.21      0.2513      0.4178      0.0400      0.0241       1.548       3.365       4.394    1154.466       0.380      19.543       1.726        0.92     222404.    0.2654  
       58.66      0.2670      0.4361      0.0374      0.0229       1.474       3.203       4.110    1099.132       0.362      18.281       1.696        0.92     222591.    0.2522  
       62.11      0.2827      0.4523      0.0347      0.0217       1.396       3.034       3.813    1041.149       0.343      16.960       1.661        0.92     222784.    0.2379  
       65.56      0.2984      0.4659      0.0319      0.0205       1.315       2.858       3.505     980.749       0.323      15.589       1.621        0.92     222984.    0.2226  
       69.01      0.3141      0.4763      0.0290      0.0191       1.231       2.676       3.187     918.147       0.302      14.176       1.574        0.92     223192.    0.2062  
       72.46      0.3298      0.4830      0.0261      0.0178       1.144       2.487       2.861     853.453       0.281      12.726       1.520        0.93     223406.    0.1886  
       75.91      0.3455      0.4849      0.0230      0.0164       1.055       2.293       2.527     786.705       0.259      11.240       1.457        0.93     223627.    0.1699  
       79.36      0.3612      0.4805      0.0199      0.0150       0.963       2.092       2.186     717.884       0.236       9.723       1.381        0.93     223855.    0.1498  
       82.81      0.3769      0.4678      0.0167      0.0135       0.868       1.886       1.838     646.943       0.213       8.175       1.288        0.93     224091.    0.1281  
       86.26      0.3926      0.4434      0.0135      0.0120       0.769       1.672       1.483     573.808       0.189       6.597       1.172        0.93     224333.    0.1047  
       89.71      0.4084      0.4016      0.0102      0.0104       0.668       1.453       1.122     498.392       0.164       4.990       1.021        0.93     224583.    0.0793  
       93.16      0.4241      0.3323      0.0069      0.0088       0.564       1.226       0.755     420.596       0.138       3.356       0.814        0.93     224840.    0.0518  
       96.62      0.4398      0.2151      0.0035      0.0071       0.456       0.992       0.381     340.312       0.112       1.695       0.508        0.93     225105.    0.0230  
      100.07      0.4555      0.0007      0.0000      0.0054       0.350       0.760       0.001     260.861       0.086       0.004       0.002        0.93     225375.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      30000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0624      0.0382       2.723       5.721       7.329    2030.433       0.646      32.599       1.637        0.95     227994.    0.3251  
        3.57      0.0157      0.0254      0.0620      0.0383       2.725       5.725       7.282    2032.119       0.647      32.388       1.625        0.95     228068.    0.3217  
        7.14      0.0314      0.0505      0.0615      0.0383       2.724       5.722       7.225    2031.033       0.646      32.137       1.613        0.95     228148.    0.3181  
       10.70      0.0471      0.0752      0.0609      0.0382       2.717       5.709       7.157    2026.396       0.645      31.836       1.602        0.95     228236.    0.3144  
       14.27      0.0628      0.0996      0.0602      0.0380       2.705       5.684       7.077    2017.361       0.642      31.479       1.591        0.95     228330.    0.3105  
       17.84      0.0785      0.1236      0.0594      0.0377       2.686       5.644       6.982    2003.092       0.638      31.057       1.581        0.95     228432.    0.3064  
       21.41      0.0942      0.1475      0.0585      0.0374       2.659       5.587       6.871    1982.945       0.631      30.563       1.572        0.95     228542.    0.3022  
       24.98      0.1099      0.1711      0.0574      0.0369       2.624       5.513       6.743    1956.600       0.623      29.993       1.563        0.95     228659.    0.2977  
       28.54      0.1256      0.1946      0.0562      0.0362       2.580       5.421       6.597    1924.053       0.612      29.342       1.555        0.95     228785.    0.2929  
       32.11      0.1413      0.2178      0.0547      0.0355       2.529       5.312       6.432    1885.510       0.600      28.609       1.547        0.95     228918.    0.2878  
       35.68      0.1570      0.2407      0.0532      0.0347       2.469       5.188       6.248    1841.357       0.586      27.792       1.539        0.95     229060.    0.2822  
       39.25      0.1727      0.2633      0.0515      0.0338       2.403       5.049       6.046    1792.061       0.570      26.893       1.530        0.95     229209.    0.2760  
       42.81      0.1884      0.2853      0.0496      0.0327       2.331       4.897       5.826    1738.058       0.553      25.912       1.520        0.95     229365.    0.2691  
       46.38      0.2041      0.3068      0.0476      0.0316       2.253       4.732       5.587    1679.721       0.535      24.850       1.509        0.95     229530.    0.2615  
       49.95      0.2198      0.3273      0.0454      0.0305       2.169       4.557       5.330    1617.365       0.515      23.709       1.495        0.95     229701.    0.2531  
       53.52      0.2355                                                                                                                                                            
       57.09      0.2512      0.3651      0.0406      0.0279       1.987       4.175       4.766    1481.711       0.472      21.198       1.459        0.96     230066.    0.2336  
       60.65      0.2669      0.3818      0.0380      0.0265       1.889       3.970       4.460    1408.933       0.448      19.837       1.436        0.96     230260.    0.2224  
       64.22      0.2826      0.3965      0.0352      0.0251       1.788       3.756       4.139    1333.147       0.424      18.410       1.408        0.96     230460.    0.2101  
       67.79      0.2983      0.4088      0.0324      0.0236       1.683       3.535       3.806    1254.720       0.399      16.927       1.376        0.96     230668.    0.1968  
       71.36      0.3140      0.4184      0.0295      0.0221       1.574       3.308       3.461    1173.987       0.374      15.396       1.337        0.96     230883.    0.1825  
       74.93      0.3297      0.4243      0.0265      0.0206       1.463       3.074       3.108    1091.144       0.347      13.824       1.292        0.96     231105.    0.1670  
       78.49      0.3454      0.4259      0.0234      0.0190       1.349       2.835       2.746    1006.295       0.320      12.213       1.238        0.96     231334.    0.1504  
       82.06      0.3611      0.4215      0.0202      0.0173       1.233       2.591       2.375     919.467       0.293      10.566       1.172        0.96     231570.    0.1325  
       85.63      0.3768      0.4094      0.0170      0.0156       1.114       2.340       1.997     830.641       0.264       8.884       1.091        0.96     231814.    0.1131  
       89.20      0.3925      0.3865      0.0137      0.0139       0.992       2.084       1.612     739.761       0.235       7.170       0.988        0.96     232065.    0.0920  
       92.77      0.4082      0.3478      0.0104      0.0122       0.867       1.822       1.220     646.749       0.206       5.425       0.855        0.96     232324.    0.0693  
       96.33      0.4239      0.2849      0.0070      0.0104       0.740       1.554       0.820     551.509       0.176       3.648       0.675        0.96     232590.    0.0448  
       99.90      0.4396      0.1812      0.0035      0.0086       0.609       1.279       0.414     453.933       0.144       1.841       0.414        0.96     232863.    0.0195  
      103.47      0.4553      0.0003      0.0000      0.0068       0.482       1.012       0.000     359.194       0.114       0.002       0.001        0.96     233143.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      31000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
